1,1,1009.17,274.64,54.29000000000008,190.01,1,1,1.0
1,2,928.23,477.39,171.04999999999995,237.38,1,1,1.0
1,3,970.99,569.9,253.1099999999999,43.629999999999995,1,1,1.0
1,4,1045.17,734.84,122.17999999999984,208.56999999999994,1,1,1.0
1,5,597.56,782.4,172.72000000000003,49.5,1,1,1.0
1,6,755.06,841.89,67.63000000000011,210.89999999999998,1,1,1.0
1,7,557.24,869.52,175.26999999999998,109.82000000000005,1,1,1.0
1,8,579.06,903.7,50.180000000000064,256.0,1,1,1.0
1,9,533.24,926.25,37.819999999999936,227.6300000000001,1,1,1.0
1,10,657.52,1267.36,197.23000000000002,104.72000000000003,1,1,1.0
1,11,937.2,1207.9,233.46000000000004,138.0,1,1,1.0
1,12,911.18,1518.74,235.35000000000002,51.50999999999999,1,1,1.0
1,13,909.31,1399.5,294.94000000000005,136.8599999999999,1,1,1.0
1,14,915.67,1367.41,118.78000000000009,154.53999999999996,1,1,1.0
1,15,1346.02,1599.1,220.3499999999999,202.17000000000007,1,1,1.0
1,16,1609.89,1371.56,210.31999999999994,142.25,1,1,1.0
1,17,1705.89,1186.55,149.2299999999998,219.92000000000007,1,1,1.0
1,18,1807.12,1222.33,93.38000000000011,145.74,1,1,1.0
1,19,1317.73,1175.48,218.9000000000001,130.18000000000006,1,1,1.0
1,20,1280.64,898.4,150.53999999999996,221.81000000000006,1,1,1.0
1,21,1716.99,916.58,55.26999999999998,274.16999999999996,1,1,1.0
1,22,1903.89,809.67,52.409999999999854,213.13,1,1,1.0
1,23,1812.98,587.86,74.18000000000006,254.53999999999996,1,1,1.0
1,24,1544.91,349.28,228.29999999999995,121.48000000000002,1,1,1.0
1,25,434.34,704.44,109.81,261.80999999999995,1,1,1.0
2,1,1011.2,274.06,65.09999999999991,190.83999999999997,1,1,1.0
2,2,916.88,497.17,171.05000000000007,237.37999999999994,1,1,1.0
2,3,971.57,571.06,253.11,40.73000000000002,1,1,1.0
2,4,1045.17,748.9,120.23000000000002,208.57000000000005,1,1,1.0
2,5,596.95,769.6,166.04999999999995,63.89999999999998,1,1,1.0
2,6,749.97,842.86,72.23000000000002,215.9999999999999,1,1,1.0
2,7,557.73,871.34,178.65999999999997,96.23000000000002,1,1,1.0
2,8,580.74,900.84,43.789999999999964,250.45999999999992,1,1,1.0
2,9,532.63,947.27,44.289999999999964,225.19000000000005,1,1,1.0
2,10,660.41,1272.31,205.69000000000005,100.3900000000001,1,1,1.0
2,11,942.4,1226.2,238.73000000000013,124.3599999999999,1,1,1.0
2,12,911.18,1520.49,235.35000000000002,42.809999999999945,1,1,1.0
2,13,916.88,1404.73,298.42999999999995,133.67000000000007,1,1,1.0
2,14,911.01,1362.5,94.88999999999999,163.23000000000002,1,1,1.0
2,15,1341.94,1606.37,216.57999999999993,202.18000000000006,1,1,1.0
2,16,1602.33,1363.41,219.05000000000018,143.69999999999982,1,1,1.0
2,17,1712.59,1180.73,143.11000000000013,218.18000000000006,1,1,1.0
2,18,1812.94,1214.18,93.37999999999988,145.74,1,1,1.0
2,19,1319.18,1169.37,221.51999999999998,130.47000000000003,1,1,1.0
2,20,1277.65,895.5,145.30999999999995,226.45000000000005,1,1,1.0
2,21,1718.9,911.05,52.18999999999983,271.28,1,1,1.0
2,22,1901.79,797.8,52.42000000000007,213.13,1,1,1.0
2,23,1815.09,584.71,68.91000000000008,263.28999999999996,1,1,1.0
2,24,1548.71,349.59,223.03999999999996,122.91000000000003,1,1,1.0
2,25,430.56,715.78,105.73999999999995,261.81000000000006,1,1,1.0
3,1,1013.24,273.48,64.05999999999995,182.57,1,1,1.0
3,2,905.54,516.95,171.04999999999995,237.38,1,1,1.0
3,3,972.15,572.22,253.11,37.819999999999936,1,1,1.0
3,4,1045.17,762.96,118.27999999999997,208.56999999999994,1,1,1.0
3,5,596.34,771.5,167.65999999999997,63.60000000000002,1,1,1.0
3,6,744.89,843.83,76.83000000000004,221.10000000000002,1,1,1.0
3,7,558.21,873.15,182.05999999999995,82.64999999999998,1,1,1.0
3,8,582.43,897.98,37.379999999999995,244.92000000000007,1,1,1.0
3,9,532.01,968.28,50.76999999999998,222.76999999999998,1,1,1.0
3,10,663.31,1277.25,207.59000000000003,93.40000000000009,1,1,1.0
3,11,956.8,1235.4,245.27999999999997,126.34999999999991,1,1,1.0
3,12,911.18,1522.25,235.35000000000002,44.52999999999997,1,1,1.0
3,13,924.44,1409.97,301.91999999999985,130.47000000000003,1,1,1.0
3,14,906.36,1360.15,90.68999999999994,169.3599999999999,1,1,1.0
3,15,1337.87,1613.63,212.7900000000002,202.18999999999983,1,1,1.0
3,16,1594.76,1355.27,227.77999999999997,145.1300000000001,1,1,1.0
3,17,1719.3,1174.91,136.98000000000002,216.44999999999982,1,1,1.0
3,18,1818.76,1206.04,93.38000000000011,145.74,1,1,1.0
3,19,1320.64,1163.26,224.12999999999988,130.76,1,1,1.0
3,20,1282.2,892.6,140.07999999999993,231.10000000000002,1,1,1.0
3,21,1711.82,905.52,58.11000000000013,268.4000000000001,1,1,1.0
3,22,1899.7,785.93,52.409999999999854,213.13,1,1,1.0
3,23,1817.19,581.55,63.679999999999836,262.6,1,1,1.0
3,24,1552.5,349.89,217.79999999999995,124.36000000000001,1,1,1.0
3,25,426.78,727.13,101.67000000000007,261.81000000000006,1,1,1.0
4,1,1015.28,272.89,63.01999999999998,174.31,1,1,1.0
4,2,894.19,536.74,171.04999999999995,237.37,1,1,1.0
4,3,972.74,573.39,253.1099999999999,34.90999999999997,1,1,1.0
4,4,1045.17,777.02,116.32999999999993,208.57000000000005,1,1,1.0
4,5,595.74,783.0,172.72000000000003,53.700000000000045,1,1,1.0
4,6,739.8,844.8,81.44000000000005,226.20000000000005,1,1,1.0
4,7,558.7,874.96,185.44999999999993,69.06999999999994,1,1,1.0
4,8,584.11,895.12,30.99000000000001,239.38,1,1,1.0
4,9,531.4,989.3,57.24000000000001,220.33000000000015,1,1,1.0
4,10,666.2,1282.2,209.49,86.38999999999987,1,1,1.0
4,11,971.2,1244.6,251.82999999999993,128.35000000000014,1,1,1.0
4,12,911.18,1524.0,235.35000000000002,46.25,1,1,1.0
4,13,932.0,1415.2,305.4200000000001,127.26999999999998,1,1,1.0
4,14,901.7,1357.8,86.5,175.5,1,1,1.0
4,15,1333.8,1620.9,209.0,202.18999999999983,1,1,1.0
4,16,1587.2,1347.12,236.5,146.58000000000015,1,1,1.0
4,17,1726.0,1169.09,130.8699999999999,214.71000000000004,1,1,1.0
